case,config,test_sequence,model,runs,ate_before_m,ate_after_m,ate_after_seed_sd_m,improvement_pct,improvement_seed_sd_pct,r2_mean,n_test
V103_global_diagnostic,motion,V103,Oracle_previous_GT,1,0.9124684081923602,0.5318839311008393,0.0,41.70933192585542,0.0,0.6154241907881604,432
V103_global_diagnostic,motion,V103,Ridge,1,0.9124684081923602,0.7906615801226283,0.0,13.349155650334954,0.0,0.15017501638950992,432
V103_global_diagnostic,motion,V103,Zero,1,0.9124684081923602,0.9124684081923602,0.0,0.0,0.0,-0.1318370300267735,432
V103_global_diagnostic,rich,V103,CfC_fixed,3,0.9124684081923602,0.8867811149798395,0.01156087097429028,2.8151432950329074,1.266988628920633,-0.06919003511171821,432
V103_global_diagnostic,rich,V103,CfC_fixed_head,3,0.9124684081923602,0.882839884565818,0.01980039142700903,3.2470739107820386,2.1699810370678447,-0.060060172745650266,432
V103_global_diagnostic,rich,V103,CfC_time,3,0.9124684081923602,0.8866677491535836,0.011721788222710014,2.8275673773614654,1.2846240064279473,-0.0689218223011873,432
V103_global_diagnostic,rich,V103,CfC_time_head,3,0.9124684081923602,0.8830044439144128,0.019763650797103526,3.229039385189991,2.1659545272648058,-0.060453220445719914,432
V103_global_diagnostic,rich,V103,GRU,3,0.9124684081923602,0.8489231819483406,0.011503453181938234,6.964101515569765,1.2606960502585574,0.020138378203744534,432
V103_global_diagnostic,rich,V103,MLP,3,0.9124684081923602,0.8680868052983879,0.008108247997840826,4.863905697501817,0.8886058876168244,-0.024501081924814556,432
V103_global_diagnostic,rich,V103,Mean,1,0.9124684081923602,0.8955804187484961,0.0,1.8508026461233729,0.0,-0.0903285979683277,432
V103_global_diagnostic,rich,V103,Oracle_previous_GT,1,0.9124684081923602,0.5318839311008393,0.0,41.70933192585542,0.0,0.6154241907881604,432
V103_global_diagnostic,rich,V103,Ridge,1,0.9124684081923602,0.9097797591808229,0.0,0.29465666837317217,0.0,-0.12517678022830658,432
V103_global_diagnostic,rich,V103,Zero,1,0.9124684081923602,0.9124684081923602,0.0,0.0,0.0,-0.1318370300267735,432
